grid_id,綠地類型,中心經度,中心緯度,分析面積_km2,2020面積_ha,2024面積_ha,面積減少率_pct,2020斑塊數,2024斑塊數,斑塊數增加率_pct,2020平均斑塊面積_ha,2024平均斑塊面積_ha,平均斑塊面積下降率_pct,道路切割密度_km_per_km2,建成區邊界切割密度_km_per_km2,孤立小斑塊比例_pct,距大型連續綠地平均距離_m,annual_area_ha,score_面積減少,score_斑塊增加,score_平均斑塊縮小,score_道路建成區切割,score_孤立比例,score_距大型綠地,綜合破碎化分數,破碎化等級,判定原因
G002_042,森林,121.734111,24.328828,0.953,53.82,54.18,0.0,1,1,0.0,172555.65,172145.43,0.24,4.186,1.416,0.0,0.0,"{""2020"": 53.82, ""2021"": 56.79, ""2022"": 55.71, ""2023"": 54.99, ""2024"": 54.18}",36.827195467422094,46.81303116147309,50.63739376770538,86.54390934844193,45.34938621340888,44.66477809254013,51.8,高,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度4.19 km/km²；孤立比例0.0%；距大型綠地0m
G002_043,森林,121.743959,24.327798,1.023,60.93,58.86,3.4,1,3,200.0,172555.65,57382.02,66.75,8.267,1.994,1.07,0.9,"{""2020"": 60.93, ""2021"": 62.19, ""2022"": 57.42, ""2023"": 60.93, ""2024"": 58.86}",92.79981114258734,98.74881964117091,98.60717658168083,95.18413597733712,95.04249291784703,92.94145420207744,95.6,高,面積減少3.4%；斑塊增加200.0%；平均斑塊縮小66.8%；道路密度8.27 km/km²；孤立比例1.1%；距大型綠地1m
G002_044,森林,121.75381,24.327492,1.04,100.26,99.99,0.27,1,1,0.0,172555.65,172145.43,0.24,6.055,0.548,0.0,0.0,"{""2020"": 100.26, ""2021"": 99.81, ""2022"": 99.72, ""2023"": 100.26, ""2024"": 99.99}",78.13975448536355,46.81303116147309,50.63739376770538,86.02455146364494,45.34938621340888,44.66477809254013,58.6,高,面積減少0.3%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度6.05 km/km²；孤立比例0.0%；距大型綠地0m
G002_045,森林,121.763663,24.327443,1.04,82.89,80.91,2.39,2,3,50.0,86287.185,57387.24,33.49,7.18,2.134,0.22,0.2,"{""2020"": 82.89, ""2021"": 81.27, ""2022"": 79.47, ""2023"": 81.45, ""2024"": 80.91}",90.79320113314448,94.38149197355996,95.04249291784703,94.02738432483474,92.233238904627,90.79320113314448,92.9,高,面積減少2.4%；斑塊增加50.0%；平均斑塊縮小33.5%；道路密度7.18 km/km²；孤立比例0.2%；距大型綠地0m
G002_046,森林,121.770211,24.326519,0.324,4.86,4.05,16.67,1,1,0.0,18.72,16.11,13.94,6.204,0.556,0.0,0.0,"{""2020"": 4.86, ""2021"": 4.23, ""2022"": 3.96, ""2023"": 3.15, ""2024"": 4.05}",98.06421152030217,46.81303116147309,94.42870632672332,86.40226628895184,45.34938621340888,44.66477809254013,69.3,高,面積減少16.7%；斑塊增加0.0%；平均斑塊縮小13.9%；道路密度6.20 km/km²；孤立比例0.0%；距大型綠地0m
G003_018,森林,121.497722,24.340565,0.201,20.07,20.07,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 20.07, ""2021"": 20.07, ""2022"": 20.07, ""2023"": 20.07, ""2024"": 20.07}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_020,森林,121.517568,24.341369,0.073,7.29,7.29,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 7.29, ""2021"": 7.29, ""2022"": 7.29, ""2023"": 7.29, ""2024"": 7.29}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_021,森林,121.529542,24.340211,0.218,21.24,18.45,13.14,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 21.24, ""2021"": 20.25, ""2022"": 21.78, ""2023"": 19.17, ""2024"": 18.45}",97.68649669499528,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,52.1,高,面積減少13.1%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_022,森林,121.537085,24.339798,0.598,59.76,59.76,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 59.76, ""2021"": 59.76, ""2022"": 59.76, ""2023"": 58.77, ""2024"": 59.76}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_023,森林,121.548747,24.337554,0.627,62.73,62.73,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 62.73, ""2021"": 62.73, ""2022"": 62.73, ""2023"": 62.73, ""2024"": 62.73}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_024,森林,121.556785,24.337667,1.037,103.68,103.32,0.35,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 103.68, ""2021"": 103.68, ""2022"": 103.68, ""2023"": 102.51, ""2024"": 103.32}",79.22568460812087,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,49.0,中,面積減少0.3%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_025,森林,121.566638,24.337335,1.04,103.68,103.5,0.17,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 103.68, ""2021"": 103.68, ""2022"": 103.23, ""2023"": 102.6, ""2024"": 103.5}",76.08593012275732,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,48.5,中,面積減少0.2%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_026,森林,121.576492,24.337298,1.04,104.04,104.04,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 104.04, ""2021"": 103.86, ""2022"": 103.77, ""2023"": 103.68, ""2024"": 104.04}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_027,森林,121.586346,24.33726,1.04,104.04,104.04,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 104.04, ""2021"": 104.04, ""2022"": 104.04, ""2023"": 104.04, ""2024"": 104.04}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_028,森林,121.596203,24.337738,1.006,100.35,100.35,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 100.35, ""2021"": 100.35, ""2022"": 100.08, ""2023"": 99.9, ""2024"": 100.35}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_029,森林,121.606063,24.338858,0.908,90.63,90.63,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 90.63, ""2021"": 90.72, ""2022"": 90.54, ""2023"": 90.0, ""2024"": 90.63}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_030,森林,121.613537,24.337655,0.492,49.14,48.96,0.37,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 49.14, ""2021"": 49.23, ""2022"": 49.23, ""2023"": 48.87, ""2024"": 48.96}",80.02832861189802,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,49.2,中,面積減少0.4%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_031,森林,121.628935,24.337208,0.395,36.63,35.1,4.18,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 36.63, ""2021"": 38.07, ""2022"": 36.0, ""2023"": 36.27, ""2024"": 35.1}",93.67327667610954,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,51.4,高,面積減少4.2%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_032,森林,121.631642,24.338079,0.187,18.36,18.18,0.98,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 18.36, ""2021"": 18.54, ""2022"": 18.09, ""2023"": 17.73, ""2024"": 18.18}",85.57601510859301,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,50.1,高,面積減少1.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_036,森林,121.676807,24.339531,0.253,16.56,16.65,0.0,1,1,0.0,172555.65,172145.43,0.24,6.287,0.0,0.0,0.0,"{""2020"": 16.56, ""2021"": 16.83, ""2022"": 16.65, ""2023"": 16.47, ""2024"": 16.65}",36.827195467422094,46.81303116147309,50.63739376770538,62.73607176581682,45.34938621340888,44.66477809254013,47.8,中,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度6.29 km/km²；孤立比例0.0%；距大型綠地0m
G003_037,森林,121.688498,24.337294,0.35,19.62,19.53,0.46,1,1,0.0,172555.65,172145.43,0.24,1.971,0.0,0.0,0.0,"{""2020"": 19.62, ""2021"": 20.16, ""2022"": 19.53, ""2023"": 19.53, ""2024"": 19.53}",81.30311614730878,46.81303116147309,50.63739376770538,49.421624173748825,45.34938621340888,44.66477809254013,53.0,高,面積減少0.5%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度1.97 km/km²；孤立比例0.0%；距大型綠地0m
G003_038,森林,121.694748,24.338123,0.807,69.03,69.12,0.0,2,1,0.0,86277.96,172145.43,0.0,1.821,0.0,0.0,0.0,"{""2020"": 69.03, ""2021"": 72.18, ""2022"": 67.41, ""2023"": 68.04, ""2024"": 69.12}",36.827195467422094,46.81303116147309,3.7535410764872523,48.477337110481585,45.34938621340888,44.66477809254013,37.6,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.0%；道路密度1.82 km/km²；孤立比例0.0%；距大型綠地0m
G003_039,森林,121.704596,24.336944,1.039,101.25,100.17,1.07,1,1,0.0,172555.65,172145.43,0.24,0.52,0.087,0.0,0.0,"{""2020"": 101.25, ""2021"": 101.25, ""2022"": 101.07, ""2023"": 100.89, ""2024"": 100.17}",86.21340887629839,46.81303116147309,50.63739376770538,59.21860245514637,45.34938621340888,44.66477809254013,55.5,高,面積減少1.1%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.52 km/km²；孤立比例0.0%；距大型綠地0m
G003_040,森林,121.714448,24.336711,1.04,104.04,104.04,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 104.04, ""2021"": 104.04, ""2022"": 104.04, ""2023"": 104.04, ""2024"": 104.04}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G003_041,森林,121.724302,24.336664,1.04,101.79,102.51,0.0,1,1,0.0,172555.65,172145.43,0.24,0.836,0.433,0.0,0.0,"{""2020"": 101.79, ""2021"": 101.88, ""2022"": 100.89, ""2023"": 102.15, ""2024"": 102.51}",36.827195467422094,46.81303116147309,50.63739376770538,64.12889518413598,45.34938621340888,44.66477809254013,48.1,中,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.84 km/km²；孤立比例0.0%；距大型綠地0m
G003_042,森林,121.734156,24.336617,1.04,103.86,104.04,0.0,1,1,0.0,172555.65,172145.43,0.24,0.634,0.0,0.0,0.0,"{""2020"": 103.86, ""2021"": 104.04, ""2022"": 104.04, ""2023"": 104.04, ""2024"": 104.04}",36.827195467422094,46.81303116147309,50.63739376770538,39.78989612842304,45.34938621340888,44.66477809254013,44.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.63 km/km²；孤立比例0.0%；距大型綠地0m
G003_043,森林,121.74401,24.336569,1.04,89.64,88.2,1.61,1,1,0.0,172555.65,172145.43,0.24,7.555,1.903,0.0,0.0,"{""2020"": 89.64, ""2021"": 92.07, ""2022"": 88.83, ""2023"": 89.1, ""2024"": 88.2}",88.5505193578848,46.81303116147309,50.63739376770538,94.0391879131256,45.34938621340888,44.66477809254013,61.7,高,面積減少1.6%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度7.55 km/km²；孤立比例0.0%；距大型綠地0m
G003_044,森林,121.753864,24.33652,1.04,103.59,103.23,0.35,1,1,0.0,172555.65,172145.43,0.24,3.547,0.26,0.0,0.0,"{""2020"": 103.59, ""2021"": 103.41, ""2022"": 103.05, ""2023"": 103.14, ""2024"": 103.23}",79.22568460812087,46.81303116147309,50.63739376770538,78.34041548630785,45.34938621340888,44.66477809254013,57.5,高,面積減少0.3%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度3.55 km/km²；孤立比例0.0%；距大型綠地0m
G003_045,森林,121.763717,24.336471,1.04,99.72,97.92,1.81,2,2,0.0,86287.185,86072.805,0.25,5.161,0.577,0.09,0.1,"{""2020"": 99.72, ""2021"": 99.0, ""2022"": 97.11, ""2023"": 96.75, ""2024"": 97.92}",89.23512747875354,46.81303116147309,93.93295561850803,84.52549575070822,90.7695939565628,89.94334277620396,82.5,高,面積減少1.8%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度5.16 km/km²；孤立比例0.1%；距大型綠地0m
G003_046,森林,121.769732,24.335915,0.261,7.29,7.02,3.7,2,2,0.0,86287.185,86073.3,0.25,8.161,1.954,16.67,30.9,"{""2020"": 7.29, ""2021"": 7.11, ""2022"": 6.66, ""2023"": 6.12, ""2024"": 7.02}",93.20113314447592,46.81303116147309,93.93295561850803,94.92445703493863,98.13503305004721,96.15203021718602,87.2,高,面積減少3.7%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度8.16 km/km²；孤立比例16.7%；距大型綠地31m
G004_016,森林,121.481849,24.349767,0.066,6.57,6.57,0.0,1,1,0.0,172555.65,172145.43,0.24,4.11,0.0,0.0,0.0,"{""2020"": 6.57, ""2021"": 6.57, ""2022"": 6.57, ""2023"": 6.57, ""2024"": 6.57}",36.827195467422094,46.81303116147309,50.63739376770538,58.22710103871577,45.34938621340888,44.66477809254013,47.1,中,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度4.11 km/km²；孤立比例0.0%；距大型綠地0m
G004_017,森林,121.489856,24.346776,0.58,43.92,45.81,0.0,1,1,0.0,172555.65,172145.43,0.24,1.809,0.0,0.0,0.0,"{""2020"": 43.92, ""2021"": 44.46, ""2022"": 44.1, ""2023"": 45.81, ""2024"": 45.81}",36.827195467422094,46.81303116147309,50.63739376770538,48.335694050991506,45.34938621340888,44.66477809254013,45.4,中,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度1.81 km/km²；孤立比例0.0%；距大型綠地0m
G004_018,森林,121.497693,24.346606,1.04,90.9,92.25,0.0,1,1,0.0,172555.65,172145.43,0.24,1.096,0.0,0.0,0.0,"{""2020"": 90.9, ""2021"": 91.44, ""2022"": 91.53, ""2023"": 91.17, ""2024"": 92.25}",36.827195467422094,46.81303116147309,50.63739376770538,42.56373937677054,45.34938621340888,44.66477809254013,44.5,中,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度1.10 km/km²；孤立比例0.0%；距大型綠地0m
G004_019,森林,121.507551,24.347204,0.977,97.74,97.74,0.0,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 97.74, ""2021"": 97.74, ""2022"": 97.74, ""2023"": 97.74, ""2024"": 97.74}",36.827195467422094,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,42.0,低,面積減少0.0%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
G004_020,森林,121.517405,24.347055,1.014,101.43,101.07,0.35,1,1,0.0,172555.65,172145.43,0.24,0.0,0.0,0.0,0.0,"{""2020"": 101.43, ""2021"": 101.43, ""2022"": 101.43, ""2023"": 101.25, ""2024"": 101.07}",79.22568460812087,46.81303116147309,50.63739376770538,27.47875354107649,45.34938621340888,44.66477809254013,49.0,中,面積減少0.3%；斑塊增加0.0%；平均斑塊縮小0.2%；道路密度0.00 km/km²；孤立比例0.0%；距大型綠地0m
